GO.ID	UNIgene	V3
464	GO:0006520	Nk52_evm8s226	amino acid metabolic process
465	GO:0006520	Nk52_evm92s158	amino acid metabolic process
466	GO:0006520	Nk52_evm94s164	amino acid metabolic process
467	GO:0006520	Nk52_evm96s1810	amino acid metabolic process
468	GO:0006520	Nk52_evm9s2133	amino acid metabolic process
469	GO:0006520	Nk52_evm9s2356	amino acid metabolic process
470	GO:0006520	Nk52_evm9s245	amino acid metabolic process
471	GO:1901565	Nk52_evm106s485	organonitrogen compound catabolic process
472	GO:1901565	Nk52_evm10s470	organonitrogen compound catabolic process
473	GO:1901565	Nk52_evm10s578	organonitrogen compound catabolic process
474	GO:1901565	Nk52_evm112s352	organonitrogen compound catabolic process
475	GO:1901565	Nk52_evm11s2462	organonitrogen compound catabolic process
476	GO:1901565	Nk52_evm11s272	organonitrogen compound catabolic process
477	GO:1901565	Nk52_evm12s2506	organonitrogen compound catabolic process
478	GO:1901565	Nk52_evm12s372	organonitrogen compound catabolic process
479	GO:1901565	Nk52_evm13s2284	organonitrogen compound catabolic process
480	GO:1901565	Nk52_evm13s238	organonitrogen compound catabolic process
481	GO:1901565	Nk52_evm13s254	organonitrogen compound catabolic process
482	GO:1901565	Nk52_evm13s307	organonitrogen compound catabolic process
483	GO:1901565	Nk52_evm143s226	organonitrogen compound catabolic process
484	GO:1901565	Nk52_evm14s243	organonitrogen compound catabolic process
485	GO:1901565	Nk52_evm15s1869	organonitrogen compound catabolic process
486	GO:1901565	Nk52_evm15s2085	organonitrogen compound catabolic process
487	GO:1901565	Nk52_evm15s2241	organonitrogen compound catabolic process
488	GO:1901565	Nk52_evm15s228	organonitrogen compound catabolic process
489	GO:1901565	Nk52_evm15s2426	organonitrogen compound catabolic process
490	GO:1901565	Nk52_evm15s2462	organonitrogen compound catabolic process
491	GO:1901565	Nk52_evm15s2640	organonitrogen compound catabolic process
492	GO:1901565	Nk52_evm15s272	organonitrogen compound catabolic process
493	GO:1901565	Nk52_evm15s299	organonitrogen compound catabolic process
494	GO:1901565	Nk52_evm15s307	organonitrogen compound catabolic process
495	GO:1901565	Nk52_evm16s157	organonitrogen compound catabolic process
496	GO:1901565	Nk52_evm16s162	organonitrogen compound catabolic process
497	GO:1901565	Nk52_evm16s212	organonitrogen compound catabolic process
498	GO:1901565	Nk52_evm16s224	organonitrogen compound catabolic process
499	GO:1901565	Nk52_evm16s2640	organonitrogen compound catabolic process
500	GO:1901565	Nk52_evm17s151	organonitrogen compound catabolic process
501	GO:1901565	Nk52_evm17s159	organonitrogen compound catabolic process
502	GO:1901565	Nk52_evm17s162	organonitrogen compound catabolic process
503	GO:1901565	Nk52_evm17s24	organonitrogen compound catabolic process
504	GO:1901565	Nk52_evm17s628	organonitrogen compound catabolic process
505	GO:1901565	Nk52_evm18s147	organonitrogen compound catabolic process
506	GO:1901565	Nk52_evm18s207	organonitrogen compound catabolic process
507	GO:1901565	Nk52_evm18s2273	organonitrogen compound catabolic process
508	GO:1901565	Nk52_evm18s246	organonitrogen compound catabolic process
509	GO:1901565	Nk52_evm18s252	organonitrogen compound catabolic process
510	GO:1901565	Nk52_evm18s262	organonitrogen compound catabolic process
511	GO:1901565	Nk52_evm18s628	organonitrogen compound catabolic process
512	GO:1901565	Nk52_evm19s2273	organonitrogen compound catabolic process
513	GO:1901565	Nk52_evm19s2506	organonitrogen compound catabolic process
514	GO:1901565	Nk52_evm1s1208	organonitrogen compound catabolic process
515	GO:1901565	Nk52_evm1s1248	organonitrogen compound catabolic process
516	GO:1901565	Nk52_evm1s1791	organonitrogen compound catabolic process
517	GO:1901565	Nk52_evm1s1809	organonitrogen compound catabolic process
518	GO:1901565	Nk52_evm1s2002	organonitrogen compound catabolic process
519	GO:1901565	Nk52_evm1s2038	organonitrogen compound catabolic process
520	GO:1901565	Nk52_evm1s2113	organonitrogen compound catabolic process
521	GO:1901565	Nk52_evm1s2185	organonitrogen compound catabolic process
522	GO:1901565	Nk52_evm1s2243	organonitrogen compound catabolic process
523	GO:1901565	Nk52_evm1s2276	organonitrogen compound catabolic process
524	GO:1901565	Nk52_evm1s2374	organonitrogen compound catabolic process
525	GO:1901565	Nk52_evm1s2451	organonitrogen compound catabolic process
526	GO:1901565	Nk52_evm1s2613	organonitrogen compound catabolic process
527	GO:1901565	Nk52_evm1s494	organonitrogen compound catabolic process
528	GO:1901565	Nk52_evm1s661	organonitrogen compound catabolic process
529	GO:1901565	Nk52_evm1s695	organonitrogen compound catabolic process
530	GO:1901565	Nk52_evm1s848	organonitrogen compound catabolic process
531	GO:1901565	Nk52_evm20s1524	organonitrogen compound catabolic process
532	GO:1901565	Nk52_evm20s2273	organonitrogen compound catabolic process
533	GO:1901565	Nk52_evm20s2578	organonitrogen compound catabolic process
534	GO:1901565	Nk52_evm21s158	organonitrogen compound catabolic process
535	GO:1901565	Nk52_evm21s233	organonitrogen compound catabolic process
536	GO:1901565	Nk52_evm21s24	organonitrogen compound catabolic process
537	GO:1901565	Nk52_evm21s2579	organonitrogen compound catabolic process
538	GO:1901565	Nk52_evm22s2657	organonitrogen compound catabolic process
539	GO:1901565	Nk52_evm22s359	organonitrogen compound catabolic process
540	GO:1901565	Nk52_evm23s2085	organonitrogen compound catabolic process
541	GO:1901565	Nk52_evm24s212	organonitrogen compound catabolic process
542	GO:1901565	Nk52_evm24s2192	organonitrogen compound catabolic process
543	GO:1901565	Nk52_evm24s238	organonitrogen compound catabolic process
544	GO:1901565	Nk52_evm24s266	organonitrogen compound catabolic process
545	GO:1901565	Nk52_evm26s1524	organonitrogen compound catabolic process
546	GO:1901565	Nk52_evm26s745	organonitrogen compound catabolic process
547	GO:1901565	Nk52_evm27s2474	organonitrogen compound catabolic process
548	GO:1901565	Nk52_evm27s294	organonitrogen compound catabolic process
549	GO:1901565	Nk52_evm28s217	organonitrogen compound catabolic process
550	GO:1901565	Nk52_evm28s243	organonitrogen compound catabolic process
551	GO:1901565	Nk52_evm29s2356	organonitrogen compound catabolic process
552	GO:1901565	Nk52_evm2s155	organonitrogen compound catabolic process
553	GO:1901565	Nk52_evm2s2185	organonitrogen compound catabolic process
554	GO:1901565	Nk52_evm2s449	organonitrogen compound catabolic process
555	GO:1901565	Nk52_evm30s226	organonitrogen compound catabolic process
556	GO:1901565	Nk52_evm30s2630	organonitrogen compound catabolic process
557	GO:1901565	Nk52_evm31s239	organonitrogen compound catabolic process
558	GO:1901565	Nk52_evm32s1485	organonitrogen compound catabolic process
559	GO:1901565	Nk52_evm32s1671	organonitrogen compound catabolic process
560	GO:1901565	Nk52_evm32s2474	organonitrogen compound catabolic process
561	GO:1901565	Nk52_evm33s1444	organonitrogen compound catabolic process
562	GO:1901565	Nk52_evm33s967	organonitrogen compound catabolic process
563	GO:1901565	Nk52_evm35s2325	organonitrogen compound catabolic process
564	GO:1901565	Nk52_evm35s255	organonitrogen compound catabolic process
565	GO:1901565	Nk52_evm36s304	organonitrogen compound catabolic process
566	GO:1901565	Nk52_evm37s1073	organonitrogen compound catabolic process
567	GO:1901565	Nk52_evm37s151	organonitrogen compound catabolic process
568	GO:1901565	Nk52_evm37s236	organonitrogen compound catabolic process
569	GO:1901565	Nk52_evm37s239	organonitrogen compound catabolic process
570	GO:1901565	Nk52_evm38s248	organonitrogen compound catabolic process
571	GO:1901565	Nk52_evm3s223	organonitrogen compound catabolic process
572	GO:1901565	Nk52_evm3s314	organonitrogen compound catabolic process
573	GO:1901565	Nk52_evm40s24	organonitrogen compound catabolic process
574	GO:1901565	Nk52_evm42s224	organonitrogen compound catabolic process
575	GO:1901565	Nk52_evm45s1129	organonitrogen compound catabolic process
576	GO:1901565	Nk52_evm45s2309	organonitrogen compound catabolic process
577	GO:1901565	Nk52_evm45s2579	organonitrogen compound catabolic process
578	GO:1901565	Nk52_evm46s207	organonitrogen compound catabolic process
579	GO:1901565	Nk52_evm47s621	organonitrogen compound catabolic process
580	GO:1901565	Nk52_evm49s914	organonitrogen compound catabolic process
581	GO:1901565	Nk52_evm4s2152	organonitrogen compound catabolic process
582	GO:1901565	Nk52_evm4s2367	organonitrogen compound catabolic process
583	GO:1901565	Nk52_evm4s371	organonitrogen compound catabolic process
584	GO:1901565	Nk52_evm4s78	organonitrogen compound catabolic process
585	GO:1901565	Nk52_evm4s96	organonitrogen compound catabolic process
586	GO:1901565	Nk52_evm51s2309	organonitrogen compound catabolic process
587	GO:1901565	Nk52_evm52s215	organonitrogen compound catabolic process
588	GO:1901565	Nk52_evm53s2118	organonitrogen compound catabolic process
589	GO:1901565	Nk52_evm53s215	organonitrogen compound catabolic process
590	GO:1901565	Nk52_evm53s2367	organonitrogen compound catabolic process
591	GO:1901565	Nk52_evm55s621	organonitrogen compound catabolic process
592	GO:1901565	Nk52_evm57s164	organonitrogen compound catabolic process
593	GO:1901565	Nk52_evm57s2391	organonitrogen compound catabolic process
594	GO:1901565	Nk52_evm58s1444	organonitrogen compound catabolic process
595	GO:1901565	Nk52_evm58s221	organonitrogen compound catabolic process
596	GO:1901565	Nk52_evm58s554	organonitrogen compound catabolic process
597	GO:1901565	Nk52_evm59s485	organonitrogen compound catabolic process
598	GO:1901565	Nk52_evm5s1705	organonitrogen compound catabolic process
599	GO:1901565	Nk52_evm5s179	organonitrogen compound catabolic process
600	GO:1901565	Nk52_evm5s2039	organonitrogen compound catabolic process
601	GO:1901565	Nk52_evm5s245	organonitrogen compound catabolic process
602	GO:1901565	Nk52_evm5s2596	organonitrogen compound catabolic process
603	GO:1901565	Nk52_evm5s299	organonitrogen compound catabolic process
604	GO:1901565	Nk52_evm5s356	organonitrogen compound catabolic process
605	GO:1901565	Nk52_evm5s462	organonitrogen compound catabolic process
606	GO:1901565	Nk52_evm62s266	organonitrogen compound catabolic process
607	GO:1901565	Nk52_evm63s1737	organonitrogen compound catabolic process
608	GO:1901565	Nk52_evm66s343	organonitrogen compound catabolic process
609	GO:1901565	Nk52_evm68s224	organonitrogen compound catabolic process
610	GO:1901565	Nk52_evm69s1810	organonitrogen compound catabolic process
611	GO:1901565	Nk52_evm69s1992	organonitrogen compound catabolic process
612	GO:1901565	Nk52_evm6s116	organonitrogen compound catabolic process
613	GO:1901565	Nk52_evm6s215	organonitrogen compound catabolic process
614	GO:1901565	Nk52_evm6s2241	organonitrogen compound catabolic process
615	GO:1901565	Nk52_evm6s2391	organonitrogen compound catabolic process
616	GO:1901565	Nk52_evm6s351	organonitrogen compound catabolic process
617	GO:1901565	Nk52_evm6s385	organonitrogen compound catabolic process
618	GO:1901565	Nk52_evm6s526	organonitrogen compound catabolic process
619	GO:1901565	Nk52_evm70s151	organonitrogen compound catabolic process
620	GO:1901565	Nk52_evm72s215	organonitrogen compound catabolic process
621	GO:1901565	Nk52_evm76s221	organonitrogen compound catabolic process
622	GO:1901565	Nk52_evm77s207	organonitrogen compound catabolic process
623	GO:1901565	Nk52_evm7s1224	organonitrogen compound catabolic process
624	GO:1901565	Nk52_evm7s2635	organonitrogen compound catabolic process
625	GO:1901565	Nk52_evm7s295	organonitrogen compound catabolic process
626	GO:1901565	Nk52_evm7s327	organonitrogen compound catabolic process
627	GO:1901565	Nk52_evm7s356	organonitrogen compound catabolic process
628	GO:1901565	Nk52_evm80s207	organonitrogen compound catabolic process
629	GO:1901565	Nk52_evm80s914	organonitrogen compound catabolic process
630	GO:1901565	Nk52_evm84s217	organonitrogen compound catabolic process
631	GO:1901565	Nk52_evm88s1073	organonitrogen compound catabolic process
632	GO:1901565	Nk52_evm8s1073	organonitrogen compound catabolic process
633	GO:1901565	Nk52_evm8s1271	organonitrogen compound catabolic process
634	GO:1901565	Nk52_evm8s2039	organonitrogen compound catabolic process
635	GO:1901565	Nk52_evm8s207	organonitrogen compound catabolic process
636	GO:1901565	Nk52_evm8s2171	organonitrogen compound catabolic process
637	GO:1901565	Nk52_evm8s304	organonitrogen compound catabolic process
638	GO:1901565	Nk52_evm91s2118	organonitrogen compound catabolic process
639	GO:1901565	Nk52_evm96s1810	organonitrogen compound catabolic process
640	GO:1901565	Nk52_evm99s2192	organonitrogen compound catabolic process
641	GO:1901565	Nk52_evm99s224	organonitrogen compound catabolic process
642	GO:1901565	Nk52_evm9s1178	organonitrogen compound catabolic process
643	GO:1901565	Nk52_evm9s166	organonitrogen compound catabolic process
644	GO:1901565	Nk52_evm9s2133	organonitrogen compound catabolic process
645	GO:1901565	Nk52_evm9s2438	organonitrogen compound catabolic process
646	GO:1901565	Nk52_evm9s310	organonitrogen compound catabolic process
647	GO:1901565	Nk52_evm9s316	organonitrogen compound catabolic process
648	GO:0034058	Nk52_evm13s2209	endosomal vesicle fusion
649	GO:0034058	Nk52_evm30s343	endosomal vesicle fusion
650	GO:0034058	Nk52_evm31s2209	endosomal vesicle fusion
651	GO:0034058	Nk52_evm31s224	endosomal vesicle fusion
652	GO:0034058	Nk52_evm35s2474	endosomal vesicle fusion
653	GO:0034058	Nk52_evm35s32	endosomal vesicle fusion
654	GO:0006536	Nk52_evm18s252	glutamate metabolic process
655	GO:0006536	Nk52_evm18s262	glutamate metabolic process
656	GO:0006536	Nk52_evm1s2374	glutamate metabolic process
657	GO:0006536	Nk52_evm27s2579	glutamate metabolic process
658	GO:0006536	Nk52_evm2s155	glutamate metabolic process
659	GO:0006536	Nk52_evm34s242	glutamate metabolic process
660	GO:0006536	Nk52_evm37s236	glutamate metabolic process
661	GO:0006536	Nk52_evm40s240	glutamate metabolic process
662	GO:0006536	Nk52_evm53s2118	glutamate metabolic process
663	GO:0006536	Nk52_evm6s245	glutamate metabolic process
664	GO:0006536	Nk52_evm6s526	glutamate metabolic process
665	GO:0006536	Nk52_evm96s1810	glutamate metabolic process
666	GO:0006536	Nk52_evm9s2133	glutamate metabolic process
667	GO:0006568	Nk52_evm10s578	tryptophan metabolic process
668	GO:0006568	Nk52_evm1s2038	tryptophan metabolic process
669	GO:0006568	Nk52_evm1s2185	tryptophan metabolic process
670	GO:0006568	Nk52_evm20s248	tryptophan metabolic process
671	GO:0006568	Nk52_evm2s2185	tryptophan metabolic process
672	GO:0006568	Nk52_evm52s221	tryptophan metabolic process
673	GO:0006568	Nk52_evm54s221	tryptophan metabolic process
674	GO:0006568	Nk52_evm55s221	tryptophan metabolic process
675	GO:0006568	Nk52_evm5s738	tryptophan metabolic process
676	GO:0048268	Nk52_evm30s255	clathrin coat assembly
677	GO:0048268	Nk52_evm36s240	clathrin coat assembly
678	GO:0048268	Nk52_evm6s213	clathrin coat assembly
679	GO:0048268	Nk52_evm72s239	clathrin coat assembly
680	GO:0048268	Nk52_evm7s331	clathrin coat assembly
681	GO:0046050	Nk52_evm15s272	UMP catabolic process
682	GO:0046050	Nk52_evm24s266	UMP catabolic process
683	GO:0046050	Nk52_evm30s2630	UMP catabolic process
684	GO:0046050	Nk52_evm49s914	UMP catabolic process
685	GO:0046079	Nk52_evm15s272	dUMP catabolic process
686	GO:0046079	Nk52_evm24s266	dUMP catabolic process
687	GO:0046079	Nk52_evm30s2630	dUMP catabolic process
688	GO:0046079	Nk52_evm49s914	dUMP catabolic process
689	GO:0006248	Nk52_evm15s272	CMP catabolic process
690	GO:0006248	Nk52_evm24s266	CMP catabolic process
691	GO:0006248	Nk52_evm30s2630	CMP catabolic process
692	GO:0006248	Nk52_evm49s914	CMP catabolic process
693	GO:0006249	Nk52_evm15s272	dCMP catabolic process
694	GO:0006249	Nk52_evm24s266	dCMP catabolic process
695	GO:0006249	Nk52_evm30s2630	dCMP catabolic process
696	GO:0006249	Nk52_evm49s914	dCMP catabolic process
697	GO:0046950	Nk52_evm1s1406	cellular ketone body metabolic process
698	GO:0046950	Nk52_evm1s661	cellular ketone body metabolic process
699	GO:0046950	Nk52_evm1s695	cellular ketone body metabolic process
700	GO:0046950	Nk52_evm45s2579	cellular ketone body metabolic process
701	GO:1903371	Nk52_evm1s934	regulation of endoplasmic reticulum tubular network organization
702	GO:1903371	Nk52_evm3s545	regulation of endoplasmic reticulum tubular network organization
703	GO:1903371	Nk52_evm57s1360	regulation of endoplasmic reticulum tubular network organization
704	GO:1903371	Nk52_evm69s343	regulation of endoplasmic reticulum tubular network organization
705	GO:0015734	Nk52_evm1s1472	taurine transport
706	GO:0015734	Nk52_evm1s780	taurine transport
707	GO:0015734	Nk52_evm54s210	taurine transport
708	GO:0015734	Nk52_evm57s153	taurine transport
709	GO:0015734	Nk52_evm5s165	taurine transport
710	GO:0045493	Nk52_evm10s312	xylan catabolic process
711	GO:0045493	Nk52_evm26s228	xylan catabolic process
712	GO:0045493	Nk52_evm33s2356	xylan catabolic process
713	GO:0045493	Nk52_evm60s1020	xylan catabolic process
714	GO:0045493	Nk52_evm7s2039	xylan catabolic process
715	GO:0010438	Nk52_evm1s1472	cellular response to sulfur starvation
716	GO:0010438	Nk52_evm1s780	cellular response to sulfur starvation
717	GO:0010438	Nk52_evm54s210	cellular response to sulfur starvation
718	GO:0010438	Nk52_evm57s153	cellular response to sulfur starvation
719	GO:0010438	Nk52_evm5s165	cellular response to sulfur starvation
720	GO:0009970	Nk52_evm1s1472	cellular response to sulfate starvation
721	GO:0009970	Nk52_evm1s780	cellular response to sulfate starvation
722	GO:0009970	Nk52_evm54s210	cellular response to sulfate starvation
723	GO:0009970	Nk52_evm57s153	cellular response to sulfate starvation
724	GO:0009970	Nk52_evm5s165	cellular response to sulfate starvation
725	GO:0006487	Nk52_evm10s352	protein N-linked glycosylation
726	GO:0006487	Nk52_evm12s1763	protein N-linked glycosylation
727	GO:0006487	Nk52_evm14s1763	protein N-linked glycosylation
728	GO:0006487	Nk52_evm1s1763	protein N-linked glycosylation
729	GO:0006487	Nk52_evm20s1737	protein N-linked glycosylation
730	GO:0006487	Nk52_evm21s158	protein N-linked glycosylation
731	GO:0006487	Nk52_evm23s96	protein N-linked glycosylation
732	GO:0006487	Nk52_evm26s215	protein N-linked glycosylation
733	GO:0006487	Nk52_evm26s292	protein N-linked glycosylation
734	GO:0006487	Nk52_evm2s244	protein N-linked glycosylation
735	GO:0006487	Nk52_evm37s239	protein N-linked glycosylation
736	GO:0006487	Nk52_evm48s224	protein N-linked glycosylation
737	GO:0006487	Nk52_evm5s1671	protein N-linked glycosylation
738	GO:0006487	Nk52_evm5s2226	protein N-linked glycosylation
739	GO:0006487	Nk52_evm7s1763	protein N-linked glycosylation
740	GO:0006487	Nk52_evm8s553	protein N-linked glycosylation
741	GO:0006487	Nk52_evm94s1073	protein N-linked glycosylation
742	GO:0007033	Nk52_evm10s272	vacuole organization
743	GO:0007033	Nk52_evm116s226	vacuole organization
744	GO:0007033	Nk52_evm121s485	vacuole organization
745	GO:0007033	Nk52_evm12s372	vacuole organization
746	GO:0007033	Nk52_evm17s262	vacuole organization
747	GO:0007033	Nk52_evm18s207	vacuole organization
748	GO:0007033	Nk52_evm1s1141	vacuole organization
749	GO:0007033	Nk52_evm1s1791	vacuole organization
750	GO:0007033	Nk52_evm1s1803	vacuole organization
751	GO:0007033	Nk52_evm1s219	vacuole organization
752	GO:0007033	Nk52_evm1s279	vacuole organization
753	GO:0007033	Nk52_evm20s287	vacuole organization
754	GO:0007033	Nk52_evm23s2085	vacuole organization
755	GO:0007033	Nk52_evm23s96	vacuole organization
756	GO:0007033	Nk52_evm24s914	vacuole organization
757	GO:0007033	Nk52_evm30s343	vacuole organization
758	GO:0007033	Nk52_evm31s239	vacuole organization
759	GO:0007033	Nk52_evm35s32	vacuole organization
760	GO:0007033	Nk52_evm3s319	vacuole organization
761	GO:0007033	Nk52_evm41s153	vacuole organization
762	GO:0007033	Nk52_evm47s745	vacuole organization
763	GO:0007033	Nk52_evm4s217	vacuole organization
764	GO:0007033	Nk52_evm50s207	vacuole organization
765	GO:0007033	Nk52_evm51s208	vacuole organization
766	GO:0007033	Nk52_evm56s152	vacuole organization
767	GO:0007033	Nk52_evm57s1360	vacuole organization
768	GO:0007033	Nk52_evm57s164	vacuole organization
769	GO:0007033	Nk52_evm57s2367	vacuole organization
770	GO:0007033	Nk52_evm69s343	vacuole organization
771	GO:0007033	Nk52_evm76s485	vacuole organization
772	GO:0007033	Nk52_evm7s269	vacuole organization
773	GO:0007033	Nk52_evm91s352	vacuole organization
774	GO:0060236	Nk52_evm112s352	regulation of mitotic spindle organization
775	GO:0060236	Nk52_evm13s2011	regulation of mitotic spindle organization
776	GO:0060236	Nk52_evm28s294	regulation of mitotic spindle organization
777	GO:0060236	Nk52_evm2s332	regulation of mitotic spindle organization
778	GO:0060236	Nk52_evm36s240	regulation of mitotic spindle organization
779	GO:0060236	Nk52_evm3s1524	regulation of mitotic spindle organization
780	GO:0060236	Nk52_evm3s252	regulation of mitotic spindle organization
781	GO:0060236	Nk52_evm63s239	regulation of mitotic spindle organization
782	GO:0030243	Nk52_evm15s230	cellulose metabolic process
783	GO:0030243	Nk52_evm19s230	cellulose metabolic process
784	GO:0030243	Nk52_evm21s230	cellulose metabolic process
785	GO:0030243	Nk52_evm21s2496	cellulose metabolic process
786	GO:0030243	Nk52_evm21s273	cellulose metabolic process
787	GO:0030243	Nk52_evm25s210	cellulose metabolic process
788	GO:0030243	Nk52_evm84s217	cellulose metabolic process
789	GO:0030243	Nk52_evm9s462	cellulose metabolic process
790	GO:0034063	Nk52_evm12s248	stress granule assembly
791	GO:0034063	Nk52_evm13s2011	stress granule assembly
792	GO:0034063	Nk52_evm1s189	stress granule assembly
793	GO:0034063	Nk52_evm1s2152	stress granule assembly
794	GO:0034063	Nk52_evm1s406	stress granule assembly
795	GO:0034063	Nk52_evm4s217	stress granule assembly
796	GO:0006145	Nk52_evm15s2426	purine nucleobase catabolic process
797	GO:0006145	Nk52_evm1s2243	purine nucleobase catabolic process
798	GO:0006145	Nk52_evm49s914	purine nucleobase catabolic process
799	GO:0006145	Nk52_evm59s485	purine nucleobase catabolic process
800	GO:0006145	Nk52_evm63s1737	purine nucleobase catabolic process
801	GO:0006145	Nk52_evm6s2391	purine nucleobase catabolic process
802	GO:0099022	Nk52_evm13s260	vesicle tethering
803	GO:0099022	Nk52_evm16s2377	vesicle tethering
804	GO:0099022	Nk52_evm16s280	vesicle tethering
805	GO:0099022	Nk52_evm1s1542	vesicle tethering
806	GO:0099022	Nk52_evm37s147	vesicle tethering
807	GO:0099022	Nk52_evm3s298	vesicle tethering
808	GO:0006635	Nk52_evm109s352	fatty acid beta-oxidation
809	GO:0006635	Nk52_evm13s1178	fatty acid beta-oxidation
810	GO:0006635	Nk52_evm14s1400	fatty acid beta-oxidation
811	GO:0006635	Nk52_evm17s2640	fatty acid beta-oxidation
812	GO:0006635	Nk52_evm20s248	fatty acid beta-oxidation
813	GO:0006635	Nk52_evm21s2152	fatty acid beta-oxidation
814	GO:0006635	Nk52_evm21s2506	fatty acid beta-oxidation
815	GO:0006635	Nk52_evm24s554	fatty acid beta-oxidation
816	GO:0006635	Nk52_evm27s2506	fatty acid beta-oxidation
817	GO:0006635	Nk52_evm29s266	fatty acid beta-oxidation
818	GO:0006635	Nk52_evm33s967	fatty acid beta-oxidation
819	GO:0006635	Nk52_evm34s2133	fatty acid beta-oxidation
820	GO:0006635	Nk52_evm45s2579	fatty acid beta-oxidation
821	GO:0006635	Nk52_evm60s1360	fatty acid beta-oxidation
822	GO:0006635	Nk52_evm63s485	fatty acid beta-oxidation
823	GO:0006635	Nk52_evm7s1945	fatty acid beta-oxidation
824	GO:0006635	Nk52_evm7s351	fatty acid beta-oxidation
825	GO:0071577	Nk52_evm100s914	zinc ion transmembrane transport
826	GO:0071577	Nk52_evm10s235	zinc ion transmembrane transport
827	GO:0071577	Nk52_evm11s2542	zinc ion transmembrane transport
828	GO:0071577	Nk52_evm14s376	zinc ion transmembrane transport
829	GO:0071577	Nk52_evm16s208	zinc ion transmembrane transport
830	GO:0071577	Nk52_evm1s2258	zinc ion transmembrane transport
831	GO:0071577	Nk52_evm1s2465	zinc ion transmembrane transport
832	GO:0071577	Nk52_evm20s2426	zinc ion transmembrane transport
833	GO:0071577	Nk52_evm30s252	zinc ion transmembrane transport
834	GO:0071577	Nk52_evm46s343	zinc ion transmembrane transport
835	GO:0071577	Nk52_evm83s151	zinc ion transmembrane transport
836	GO:0010043	Nk52_evm100s914	response to zinc ion
837	GO:0010043	Nk52_evm10s235	response to zinc ion
838	GO:0010043	Nk52_evm14s376	response to zinc ion
839	GO:0010043	Nk52_evm1s2258	response to zinc ion
840	GO:0010043	Nk52_evm30s252	response to zinc ion
841	GO:0010043	Nk52_evm3s1178	response to zinc ion
842	GO:1903902	Nk52_evm12s262	positive regulation of viral life cycle
843	GO:1903902	Nk52_evm1s2554	positive regulation of viral life cycle
844	GO:1903902	Nk52_evm33s1444	positive regulation of viral life cycle
845	GO:1903902	Nk52_evm53s2367	positive regulation of viral life cycle
846	GO:1903902	Nk52_evm9s1178	positive regulation of viral life cycle
847	GO:0090148	Nk52_evm11s2462	membrane fission
848	GO:0090148	Nk52_evm3s298	membrane fission
849	GO:0090148	Nk52_evm3s314	membrane fission
850	GO:0090148	Nk52_evm53s2367	membrane fission
851	GO:0090148	Nk52_evm71s1810	membrane fission
852	GO:0070814	Nk52_evm21s271	hydrogen sulfide biosynthetic process
853	GO:0070814	Nk52_evm35s224	hydrogen sulfide biosynthetic process
854	GO:0070814	Nk52_evm57s210	hydrogen sulfide biosynthetic process
855	GO:0070814	Nk52_evm59s210	hydrogen sulfide biosynthetic process
856	GO:0070814	Nk52_evm62s210	hydrogen sulfide biosynthetic process
857	GO:0006099	Nk52_evm16s162	tricarboxylic acid cycle
858	GO:0006099	Nk52_evm1s1079	tricarboxylic acid cycle
859	GO:0006099	Nk52_evm2s284	tricarboxylic acid cycle
860	GO:0006099	Nk52_evm2s314	tricarboxylic acid cycle
861	GO:0006099	Nk52_evm32s1073	tricarboxylic acid cycle
862	GO:0006099	Nk52_evm34s242	tricarboxylic acid cycle
863	GO:0006099	Nk52_evm3s346	tricarboxylic acid cycle
864	GO:0006099	Nk52_evm42s2309	tricarboxylic acid cycle
865	GO:0006099	Nk52_evm58s164	tricarboxylic acid cycle
866	GO:0006099	Nk52_evm6s294	tricarboxylic acid cycle
867	GO:0006099	Nk52_evm77s2192	tricarboxylic acid cycle
868	GO:0006099	Nk52_evm8s167	tricarboxylic acid cycle
869	GO:0006099	Nk52_evm8s2426	tricarboxylic acid cycle
870	GO:0006099	Nk52_evm9s2356	tricarboxylic acid cycle
871	GO:0120162	Nk52_evm13s2011	positive regulation of cold-induced thermogenesis
872	GO:0120162	Nk52_evm1s279	positive regulation of cold-induced thermogenesis
873	GO:0120162	Nk52_evm21s162	positive regulation of cold-induced thermogenesis
874	GO:0120162	Nk52_evm24s554	positive regulation of cold-induced thermogenesis
875	GO:0120162	Nk52_evm35s147	positive regulation of cold-induced thermogenesis
876	GO:0120162	Nk52_evm42s2309	positive regulation of cold-induced thermogenesis
877	GO:0120162	Nk52_evm52s270	positive regulation of cold-induced thermogenesis
878	GO:0120162	Nk52_evm7s1444	positive regulation of cold-induced thermogenesis
879	GO:0051289	Nk52_evm12s367	protein homotetramerization
880	GO:0051289	Nk52_evm1s2185	protein homotetramerization
881	GO:0051289	Nk52_evm20s262	protein homotetramerization
882	GO:0051289	Nk52_evm2s2185	protein homotetramerization
883	GO:0051289	Nk52_evm30s2630	protein homotetramerization
884	GO:0051289	Nk52_evm39s2612	protein homotetramerization
885	GO:0051289	Nk52_evm59s485	protein homotetramerization
886	GO:0051289	Nk52_evm69s158	protein homotetramerization
887	GO:0019344	Nk52_evm1s2065	cysteine biosynthetic process
888	GO:0019344	Nk52_evm1s815	cysteine biosynthetic process
889	GO:0019344	Nk52_evm21s271	cysteine biosynthetic process
890	GO:0019344	Nk52_evm21s293	cysteine biosynthetic process
891	GO:0019344	Nk52_evm35s224	cysteine biosynthetic process
