GO.ID	UNIgene	V3
54	GO:0048193	Nk52_evm27s304	Golgi vesicle transport
55	GO:0048193	Nk52_evm29s151	Golgi vesicle transport
56	GO:0048193	Nk52_evm2s1705	Golgi vesicle transport
57	GO:0048193	Nk52_evm2s238	Golgi vesicle transport
58	GO:0048193	Nk52_evm31s224	Golgi vesicle transport
59	GO:0048193	Nk52_evm31s2309	Golgi vesicle transport
60	GO:0048193	Nk52_evm33s62	Golgi vesicle transport
61	GO:0048193	Nk52_evm33s805	Golgi vesicle transport
62	GO:0048193	Nk52_evm34s1020	Golgi vesicle transport
63	GO:0048193	Nk52_evm35s296	Golgi vesicle transport
64	GO:0048193	Nk52_evm37s147	Golgi vesicle transport
65	GO:0048193	Nk52_evm38s221	Golgi vesicle transport
66	GO:0048193	Nk52_evm39s215	Golgi vesicle transport
67	GO:0048193	Nk52_evm39s2612	Golgi vesicle transport
68	GO:0048193	Nk52_evm3s298	Golgi vesicle transport
69	GO:0048193	Nk52_evm3s299	Golgi vesicle transport
70	GO:0048193	Nk52_evm3s967	Golgi vesicle transport
71	GO:0048193	Nk52_evm42s229	Golgi vesicle transport
72	GO:0048193	Nk52_evm44s2449	Golgi vesicle transport
73	GO:0048193	Nk52_evm4s2226	Golgi vesicle transport
74	GO:0048193	Nk52_evm57s164	Golgi vesicle transport
75	GO:0048193	Nk52_evm5s2542	Golgi vesicle transport
76	GO:0048193	Nk52_evm69s1737	Golgi vesicle transport
77	GO:0048193	Nk52_evm6s1779	Golgi vesicle transport
78	GO:0048193	Nk52_evm70s215	Golgi vesicle transport
79	GO:0048193	Nk52_evm70s352	Golgi vesicle transport
80	GO:0048193	Nk52_evm7s16	Golgi vesicle transport
81	GO:0048193	Nk52_evm7s269	Golgi vesicle transport
82	GO:0048193	Nk52_evm7s327	Golgi vesicle transport
83	GO:0048193	Nk52_evm80s151	Golgi vesicle transport
84	GO:0048193	Nk52_evm80s62	Golgi vesicle transport
85	GO:0048193	Nk52_evm8s2039	Golgi vesicle transport
86	GO:0048193	Nk52_evm8s233	Golgi vesicle transport
87	GO:0048193	Nk52_evm9s215	Golgi vesicle transport
88	GO:0048193	Nk52_evm9s2438	Golgi vesicle transport
89	GO:0045184	Nk52_evm106s485	establishment of protein localization
90	GO:0045184	Nk52_evm10s162	establishment of protein localization
91	GO:0045184	Nk52_evm10s164	establishment of protein localization
92	GO:0045184	Nk52_evm10s1705	establishment of protein localization
93	GO:0045184	Nk52_evm10s210	establishment of protein localization
94	GO:0045184	Nk52_evm10s214	establishment of protein localization
95	GO:0045184	Nk52_evm10s219	establishment of protein localization
96	GO:0045184	Nk52_evm10s230	establishment of protein localization
97	GO:0045184	Nk52_evm10s272	establishment of protein localization
98	GO:0045184	Nk52_evm10s296	establishment of protein localization
99	GO:0045184	Nk52_evm10s304	establishment of protein localization
100	GO:0045184	Nk52_evm10s859	establishment of protein localization
101	GO:0045184	Nk52_evm112s352	establishment of protein localization
102	GO:0045184	Nk52_evm11s2010	establishment of protein localization
103	GO:0045184	Nk52_evm11s2462	establishment of protein localization
104	GO:0045184	Nk52_evm121s485	establishment of protein localization
105	GO:0045184	Nk52_evm12s227	establishment of protein localization
106	GO:0045184	Nk52_evm12s24	establishment of protein localization
107	GO:0045184	Nk52_evm12s2462	establishment of protein localization
108	GO:0045184	Nk52_evm12s262	establishment of protein localization
109	GO:0045184	Nk52_evm13s2209	establishment of protein localization
110	GO:0045184	Nk52_evm13s232	establishment of protein localization
111	GO:0045184	Nk52_evm13s260	establishment of protein localization
112	GO:0045184	Nk52_evm13s307	establishment of protein localization
113	GO:0045184	Nk52_evm14s249	establishment of protein localization
114	GO:0045184	Nk52_evm14s254	establishment of protein localization
115	GO:0045184	Nk52_evm14s2612	establishment of protein localization
116	GO:0045184	Nk52_evm14s375	establishment of protein localization
117	GO:0045184	Nk52_evm15s2473	establishment of protein localization
118	GO:0045184	Nk52_evm15s307	establishment of protein localization
119	GO:0045184	Nk52_evm16s2377	establishment of protein localization
120	GO:0045184	Nk52_evm16s240	establishment of protein localization
121	GO:0045184	Nk52_evm16s304	establishment of protein localization
122	GO:0045184	Nk52_evm17s151	establishment of protein localization
123	GO:0045184	Nk52_evm17s24	establishment of protein localization
124	GO:0045184	Nk52_evm17s267	establishment of protein localization
125	GO:0045184	Nk52_evm18s151	establishment of protein localization
126	GO:0045184	Nk52_evm18s2118	establishment of protein localization
127	GO:0045184	Nk52_evm18s266	establishment of protein localization
128	GO:0045184	Nk52_evm18s270	establishment of protein localization
129	GO:0045184	Nk52_evm18s292	establishment of protein localization
130	GO:0045184	Nk52_evm18s359	establishment of protein localization
131	GO:0045184	Nk52_evm19s1178	establishment of protein localization
132	GO:0045184	Nk52_evm19s241	establishment of protein localization
133	GO:0045184	Nk52_evm19s2474	establishment of protein localization
134	GO:0045184	Nk52_evm1s1141	establishment of protein localization
135	GO:0045184	Nk52_evm1s116	establishment of protein localization
136	GO:0045184	Nk52_evm1s1178	establishment of protein localization
137	GO:0045184	Nk52_evm1s1542	establishment of protein localization
138	GO:0045184	Nk52_evm1s1803	establishment of protein localization
139	GO:0045184	Nk52_evm1s1866	establishment of protein localization
140	GO:0045184	Nk52_evm1s1937	establishment of protein localization
141	GO:0045184	Nk52_evm1s205	establishment of protein localization
142	GO:0045184	Nk52_evm1s21	establishment of protein localization
143	GO:0045184	Nk52_evm1s2184	establishment of protein localization
144	GO:0045184	Nk52_evm1s219	establishment of protein localization
145	GO:0045184	Nk52_evm1s2208	establishment of protein localization
146	GO:0045184	Nk52_evm1s2226	establishment of protein localization
147	GO:0045184	Nk52_evm1s2259	establishment of protein localization
148	GO:0045184	Nk52_evm1s2517	establishment of protein localization
149	GO:0045184	Nk52_evm1s2554	establishment of protein localization
150	GO:0045184	Nk52_evm1s262	establishment of protein localization
151	GO:0045184	Nk52_evm1s279	establishment of protein localization
152	GO:0045184	Nk52_evm1s393	establishment of protein localization
153	GO:0045184	Nk52_evm1s402	establishment of protein localization
154	GO:0045184	Nk52_evm1s49	establishment of protein localization
155	GO:0045184	Nk52_evm1s495	establishment of protein localization
156	GO:0045184	Nk52_evm1s542	establishment of protein localization
157	GO:0045184	Nk52_evm1s569	establishment of protein localization
158	GO:0045184	Nk52_evm20s2462	establishment of protein localization
159	GO:0045184	Nk52_evm20s276	establishment of protein localization
160	GO:0045184	Nk52_evm20s287	establishment of protein localization
161	GO:0045184	Nk52_evm20s305	establishment of protein localization
162	GO:0045184	Nk52_evm21s2506	establishment of protein localization
163	GO:0045184	Nk52_evm21s310	establishment of protein localization
164	GO:0045184	Nk52_evm21s352	establishment of protein localization
165	GO:0045184	Nk52_evm21s359	establishment of protein localization
166	GO:0045184	Nk52_evm21s745	establishment of protein localization
167	GO:0045184	Nk52_evm22s2657	establishment of protein localization
168	GO:0045184	Nk52_evm22s284	establishment of protein localization
169	GO:0045184	Nk52_evm23s136	establishment of protein localization
170	GO:0045184	Nk52_evm23s1444	establishment of protein localization
171	GO:0045184	Nk52_evm23s2085	establishment of protein localization
172	GO:0045184	Nk52_evm23s210	establishment of protein localization
173	GO:0045184	Nk52_evm23s2474	establishment of protein localization
174	GO:0045184	Nk52_evm23s554	establishment of protein localization
175	GO:0045184	Nk52_evm24s212	establishment of protein localization
176	GO:0045184	Nk52_evm24s914	establishment of protein localization
177	GO:0045184	Nk52_evm26s1524	establishment of protein localization
178	GO:0045184	Nk52_evm26s370	establishment of protein localization
179	GO:0045184	Nk52_evm26s745	establishment of protein localization
180	GO:0045184	Nk52_evm26s96	establishment of protein localization
181	GO:0045184	Nk52_evm27s304	establishment of protein localization
182	GO:0045184	Nk52_evm27s355	establishment of protein localization
183	GO:0045184	Nk52_evm28s294	establishment of protein localization
184	GO:0045184	Nk52_evm29s151	establishment of protein localization
185	GO:0045184	Nk52_evm29s2356	establishment of protein localization
186	GO:0045184	Nk52_evm2s1705	establishment of protein localization
187	GO:0045184	Nk52_evm2s229	establishment of protein localization
188	GO:0045184	Nk52_evm2s332	establishment of protein localization
189	GO:0045184	Nk52_evm2s353	establishment of protein localization
190	GO:0045184	Nk52_evm30s343	establishment of protein localization
191	GO:0045184	Nk52_evm31s2209	establishment of protein localization
192	GO:0045184	Nk52_evm31s224	establishment of protein localization
193	GO:0045184	Nk52_evm31s2309	establishment of protein localization
194	GO:0045184	Nk52_evm32s2474	establishment of protein localization
195	GO:0045184	Nk52_evm33s2506	establishment of protein localization
196	GO:0045184	Nk52_evm33s62	establishment of protein localization
197	GO:0045184	Nk52_evm33s805	establishment of protein localization
198	GO:0045184	Nk52_evm34s1705	establishment of protein localization
199	GO:0045184	Nk52_evm34s485	establishment of protein localization
200	GO:0045184	Nk52_evm35s1992	establishment of protein localization
201	GO:0045184	Nk52_evm35s2474	establishment of protein localization
202	GO:0045184	Nk52_evm35s296	establishment of protein localization
203	GO:0045184	Nk52_evm36s240	establishment of protein localization
204	GO:0045184	Nk52_evm36s32	establishment of protein localization
205	GO:0045184	Nk52_evm37s1401	establishment of protein localization
206	GO:0045184	Nk52_evm37s147	establishment of protein localization
207	GO:0045184	Nk52_evm37s207	establishment of protein localization
208	GO:0045184	Nk52_evm37s2192	establishment of protein localization
209	GO:0045184	Nk52_evm37s2309	establishment of protein localization
210	GO:0045184	Nk52_evm38s221	establishment of protein localization
211	GO:0045184	Nk52_evm39s2612	establishment of protein localization
212	GO:0045184	Nk52_evm3s1524	establishment of protein localization
213	GO:0045184	Nk52_evm3s252	establishment of protein localization
214	GO:0045184	Nk52_evm3s2524	establishment of protein localization
215	GO:0045184	Nk52_evm3s298	establishment of protein localization
216	GO:0045184	Nk52_evm3s299	establishment of protein localization
217	GO:0045184	Nk52_evm3s314	establishment of protein localization
218	GO:0045184	Nk52_evm3s495	establishment of protein localization
219	GO:0045184	Nk52_evm3s738	establishment of protein localization
220	GO:0045184	Nk52_evm3s967	establishment of protein localization
221	GO:0045184	Nk52_evm40s24	establishment of protein localization
222	GO:0045184	Nk52_evm42s229	establishment of protein localization
223	GO:0045184	Nk52_evm43s230	establishment of protein localization
224	GO:0045184	Nk52_evm43s967	establishment of protein localization
225	GO:0045184	Nk52_evm44s2449	establishment of protein localization
226	GO:0045184	Nk52_evm45s1129	establishment of protein localization
227	GO:0045184	Nk52_evm45s158	establishment of protein localization
228	GO:0045184	Nk52_evm45s1810	establishment of protein localization
229	GO:0045184	Nk52_evm45s2309	establishment of protein localization
230	GO:0045184	Nk52_evm46s226	establishment of protein localization
231	GO:0045184	Nk52_evm46s2340	establishment of protein localization
232	GO:0045184	Nk52_evm4s2152	establishment of protein localization
233	GO:0045184	Nk52_evm4s2226	establishment of protein localization
234	GO:0045184	Nk52_evm4s2356	establishment of protein localization
235	GO:0045184	Nk52_evm4s271	establishment of protein localization
236	GO:0045184	Nk52_evm4s273	establishment of protein localization
237	GO:0045184	Nk52_evm4s388	establishment of protein localization
238	GO:0045184	Nk52_evm4s397	establishment of protein localization
239	GO:0045184	Nk52_evm4s78	establishment of protein localization
240	GO:0045184	Nk52_evm50s1992	establishment of protein localization
241	GO:0045184	Nk52_evm50s207	establishment of protein localization
242	GO:0045184	Nk52_evm50s215	establishment of protein localization
243	GO:0045184	Nk52_evm51s208	establishment of protein localization
244	GO:0045184	Nk52_evm53s2367	establishment of protein localization
245	GO:0045184	Nk52_evm56s217	establishment of protein localization
246	GO:0045184	Nk52_evm57s1360	establishment of protein localization
247	GO:0045184	Nk52_evm57s164	establishment of protein localization
248	GO:0045184	Nk52_evm5s2542	establishment of protein localization
249	GO:0045184	Nk52_evm5s284	establishment of protein localization
250	GO:0045184	Nk52_evm5s389	establishment of protein localization
251	GO:0045184	Nk52_evm5s628	establishment of protein localization
252	GO:0045184	Nk52_evm60s266	establishment of protein localization
253	GO:0045184	Nk52_evm61s1810	establishment of protein localization
254	GO:0045184	Nk52_evm64s1810	establishment of protein localization
255	GO:0045184	Nk52_evm67s485	establishment of protein localization
256	GO:0045184	Nk52_evm69s1737	establishment of protein localization
257	GO:0045184	Nk52_evm69s343	establishment of protein localization
258	GO:0045184	Nk52_evm69s352	establishment of protein localization
259	GO:0045184	Nk52_evm69s914	establishment of protein localization
260	GO:0045184	Nk52_evm6s1224	establishment of protein localization
261	GO:0045184	Nk52_evm6s155	establishment of protein localization
262	GO:0045184	Nk52_evm6s2241	establishment of protein localization
263	GO:0045184	Nk52_evm6s2297	establishment of protein localization
264	GO:0045184	Nk52_evm6s375	establishment of protein localization
265	GO:0045184	Nk52_evm6s913	establishment of protein localization
266	GO:0045184	Nk52_evm70s151	establishment of protein localization
267	GO:0045184	Nk52_evm70s215	establishment of protein localization
268	GO:0045184	Nk52_evm70s352	establishment of protein localization
269	GO:0045184	Nk52_evm71s1810	establishment of protein localization
270	GO:0045184	Nk52_evm72s239	establishment of protein localization
271	GO:0045184	Nk52_evm73s217	establishment of protein localization
272	GO:0045184	Nk52_evm74s2192	establishment of protein localization
273	GO:0045184	Nk52_evm75s226	establishment of protein localization
274	GO:0045184	Nk52_evm76s217	establishment of protein localization
275	GO:0045184	Nk52_evm7s16	establishment of protein localization
276	GO:0045184	Nk52_evm7s1671	establishment of protein localization
277	GO:0045184	Nk52_evm7s2377	establishment of protein localization
278	GO:0045184	Nk52_evm7s2635	establishment of protein localization
279	GO:0045184	Nk52_evm7s269	establishment of protein localization
280	GO:0045184	Nk52_evm7s327	establishment of protein localization
281	GO:0045184	Nk52_evm7s539	establishment of protein localization
282	GO:0045184	Nk52_evm80s207	establishment of protein localization
283	GO:0045184	Nk52_evm80s224	establishment of protein localization
284	GO:0045184	Nk52_evm80s62	establishment of protein localization
285	GO:0045184	Nk52_evm85s2118	establishment of protein localization
286	GO:0045184	Nk52_evm86s2367	establishment of protein localization
287	GO:0045184	Nk52_evm87s207	establishment of protein localization
288	GO:0045184	Nk52_evm8s2039	establishment of protein localization
289	GO:0045184	Nk52_evm8s207	establishment of protein localization
290	GO:0045184	Nk52_evm8s233	establishment of protein localization
291	GO:0045184	Nk52_evm8s303	establishment of protein localization
292	GO:0045184	Nk52_evm8s78	establishment of protein localization
293	GO:0045184	Nk52_evm99s2192	establishment of protein localization
294	GO:0045184	Nk52_evm9s157	establishment of protein localization
295	GO:0045184	Nk52_evm9s169	establishment of protein localization
296	GO:0045184	Nk52_evm9s2039	establishment of protein localization
297	GO:0045184	Nk52_evm9s215	establishment of protein localization
298	GO:0045184	Nk52_evm9s2438	establishment of protein localization
299	GO:0045184	Nk52_evm9s259	establishment of protein localization
300	GO:0007034	Nk52_evm106s485	vacuolar transport
301	GO:0007034	Nk52_evm10s235	vacuolar transport
302	GO:0007034	Nk52_evm10s272	vacuolar transport
303	GO:0007034	Nk52_evm10s859	vacuolar transport
304	GO:0007034	Nk52_evm112s352	vacuolar transport
305	GO:0007034	Nk52_evm11s2010	vacuolar transport
306	GO:0007034	Nk52_evm11s2462	vacuolar transport
307	GO:0007034	Nk52_evm13s367	vacuolar transport
308	GO:0007034	Nk52_evm15s2473	vacuolar transport
309	GO:0007034	Nk52_evm17s151	vacuolar transport
310	GO:0007034	Nk52_evm18s2531	vacuolar transport
311	GO:0007034	Nk52_evm1s219	vacuolar transport
312	GO:0007034	Nk52_evm20s2449	vacuolar transport
313	GO:0007034	Nk52_evm21s24	vacuolar transport
314	GO:0007034	Nk52_evm23s2085	vacuolar transport
315	GO:0007034	Nk52_evm24s212	vacuolar transport
316	GO:0007034	Nk52_evm24s914	vacuolar transport
317	GO:0007034	Nk52_evm30s343	vacuolar transport
318	GO:0007034	Nk52_evm31s2209	vacuolar transport
319	GO:0007034	Nk52_evm31s224	vacuolar transport
320	GO:0007034	Nk52_evm31s239	vacuolar transport
321	GO:0007034	Nk52_evm33s62	vacuolar transport
322	GO:0007034	Nk52_evm33s805	vacuolar transport
323	GO:0007034	Nk52_evm34s1705	vacuolar transport
324	GO:0007034	Nk52_evm35s2474	vacuolar transport
325	GO:0007034	Nk52_evm35s32	vacuolar transport
326	GO:0007034	Nk52_evm3s314	vacuolar transport
327	GO:0007034	Nk52_evm3s967	vacuolar transport
328	GO:0007034	Nk52_evm41s153	vacuolar transport
329	GO:0007034	Nk52_evm43s221	vacuolar transport
330	GO:0007034	Nk52_evm45s2309	vacuolar transport
331	GO:0007034	Nk52_evm4s2152	vacuolar transport
332	GO:0007034	Nk52_evm53s2367	vacuolar transport
333	GO:0007034	Nk52_evm57s164	vacuolar transport
334	GO:0007034	Nk52_evm5s2542	vacuolar transport
335	GO:0007034	Nk52_evm61s1810	vacuolar transport
336	GO:0007034	Nk52_evm70s151	vacuolar transport
337	GO:0007034	Nk52_evm71s1810	vacuolar transport
338	GO:0007034	Nk52_evm7s327	vacuolar transport
339	GO:0007034	Nk52_evm97s914	vacuolar transport
340	GO:0072666	Nk52_evm106s485	establishment of protein localization to vacuole
341	GO:0072666	Nk52_evm10s859	establishment of protein localization to vacuole
342	GO:0072666	Nk52_evm11s2010	establishment of protein localization to vacuole
343	GO:0072666	Nk52_evm11s2462	establishment of protein localization to vacuole
344	GO:0072666	Nk52_evm15s2473	establishment of protein localization to vacuole
345	GO:0072666	Nk52_evm23s2085	establishment of protein localization to vacuole
346	GO:0072666	Nk52_evm24s212	establishment of protein localization to vacuole
347	GO:0072666	Nk52_evm31s224	establishment of protein localization to vacuole
348	GO:0072666	Nk52_evm34s1705	establishment of protein localization to vacuole
349	GO:0072666	Nk52_evm35s2474	establishment of protein localization to vacuole
350	GO:0072666	Nk52_evm3s314	establishment of protein localization to vacuole
351	GO:0072666	Nk52_evm45s2309	establishment of protein localization to vacuole
352	GO:0072666	Nk52_evm53s2367	establishment of protein localization to vacuole
353	GO:0072666	Nk52_evm57s164	establishment of protein localization to vacuole
354	GO:0072666	Nk52_evm70s151	establishment of protein localization to vacuole
355	GO:0072666	Nk52_evm7s327	establishment of protein localization to vacuole
356	GO:0006520	Nk52_evm109s151	amino acid metabolic process
357	GO:0006520	Nk52_evm10s265	amino acid metabolic process
358	GO:0006520	Nk52_evm10s578	amino acid metabolic process
359	GO:0006520	Nk52_evm117s224	amino acid metabolic process
360	GO:0006520	Nk52_evm13s360	amino acid metabolic process
361	GO:0006520	Nk52_evm13s628	amino acid metabolic process
362	GO:0006520	Nk52_evm14s243	amino acid metabolic process
363	GO:0006520	Nk52_evm15s2085	amino acid metabolic process
364	GO:0006520	Nk52_evm15s228	amino acid metabolic process
365	GO:0006520	Nk52_evm16s162	amino acid metabolic process
366	GO:0006520	Nk52_evm16s250	amino acid metabolic process
367	GO:0006520	Nk52_evm16s328	amino acid metabolic process
368	GO:0006520	Nk52_evm17s2612	amino acid metabolic process
369	GO:0006520	Nk52_evm17s628	amino acid metabolic process
370	GO:0006520	Nk52_evm18s2340	amino acid metabolic process
371	GO:0006520	Nk52_evm18s252	amino acid metabolic process
372	GO:0006520	Nk52_evm18s262	amino acid metabolic process
373	GO:0006520	Nk52_evm18s564	amino acid metabolic process
374	GO:0006520	Nk52_evm18s628	amino acid metabolic process
375	GO:0006520	Nk52_evm19s2506	amino acid metabolic process
376	GO:0006520	Nk52_evm1s1122	amino acid metabolic process
377	GO:0006520	Nk52_evm1s1276	amino acid metabolic process
378	GO:0006520	Nk52_evm1s1609	amino acid metabolic process
379	GO:0006520	Nk52_evm1s1685	amino acid metabolic process
380	GO:0006520	Nk52_evm1s1809	amino acid metabolic process
381	GO:0006520	Nk52_evm1s2038	amino acid metabolic process
382	GO:0006520	Nk52_evm1s2065	amino acid metabolic process
383	GO:0006520	Nk52_evm1s2185	amino acid metabolic process
384	GO:0006520	Nk52_evm1s2374	amino acid metabolic process
385	GO:0006520	Nk52_evm1s2451	amino acid metabolic process
386	GO:0006520	Nk52_evm1s409	amino acid metabolic process
387	GO:0006520	Nk52_evm1s661	amino acid metabolic process
388	GO:0006520	Nk52_evm1s695	amino acid metabolic process
389	GO:0006520	Nk52_evm1s815	amino acid metabolic process
390	GO:0006520	Nk52_evm20s1524	amino acid metabolic process
391	GO:0006520	Nk52_evm20s248	amino acid metabolic process
392	GO:0006520	Nk52_evm20s2578	amino acid metabolic process
393	GO:0006520	Nk52_evm20s553	amino acid metabolic process
394	GO:0006520	Nk52_evm21s136	amino acid metabolic process
395	GO:0006520	Nk52_evm21s233	amino acid metabolic process
396	GO:0006520	Nk52_evm21s271	amino acid metabolic process
397	GO:0006520	Nk52_evm21s293	amino acid metabolic process
398	GO:0006520	Nk52_evm22s136	amino acid metabolic process
399	GO:0006520	Nk52_evm22s225	amino acid metabolic process
400	GO:0006520	Nk52_evm23s621	amino acid metabolic process
401	GO:0006520	Nk52_evm25s271	amino acid metabolic process
402	GO:0006520	Nk52_evm27s2579	amino acid metabolic process
403	GO:0006520	Nk52_evm28s24	amino acid metabolic process
404	GO:0006520	Nk52_evm2s155	amino acid metabolic process
405	GO:0006520	Nk52_evm2s2185	amino acid metabolic process
406	GO:0006520	Nk52_evm2s449	amino acid metabolic process
407	GO:0006520	Nk52_evm2s591	amino acid metabolic process
408	GO:0006520	Nk52_evm2s745	amino acid metabolic process
409	GO:0006520	Nk52_evm30s2630	amino acid metabolic process
410	GO:0006520	Nk52_evm31s2657	amino acid metabolic process
411	GO:0006520	Nk52_evm32s1671	amino acid metabolic process
412	GO:0006520	Nk52_evm33s1569	amino acid metabolic process
413	GO:0006520	Nk52_evm33s2568	amino acid metabolic process
414	GO:0006520	Nk52_evm33s967	amino acid metabolic process
415	GO:0006520	Nk52_evm34s242	amino acid metabolic process
416	GO:0006520	Nk52_evm34s356	amino acid metabolic process
417	GO:0006520	Nk52_evm35s222	amino acid metabolic process
418	GO:0006520	Nk52_evm35s224	amino acid metabolic process
419	GO:0006520	Nk52_evm37s236	amino acid metabolic process
420	GO:0006520	Nk52_evm39s1569	amino acid metabolic process
421	GO:0006520	Nk52_evm3s123	amino acid metabolic process
422	GO:0006520	Nk52_evm3s2367	amino acid metabolic process
423	GO:0006520	Nk52_evm3s305	amino acid metabolic process
424	GO:0006520	Nk52_evm3s376	amino acid metabolic process
425	GO:0006520	Nk52_evm40s240	amino acid metabolic process
426	GO:0006520	Nk52_evm42s2309	amino acid metabolic process
427	GO:0006520	Nk52_evm45s2579	amino acid metabolic process
428	GO:0006520	Nk52_evm46s1992	amino acid metabolic process
429	GO:0006520	Nk52_evm49s914	amino acid metabolic process
430	GO:0006520	Nk52_evm4s2367	amino acid metabolic process
431	GO:0006520	Nk52_evm4s32	amino acid metabolic process
432	GO:0006520	Nk52_evm4s376	amino acid metabolic process
433	GO:0006520	Nk52_evm50s554	amino acid metabolic process
434	GO:0006520	Nk52_evm51s2309	amino acid metabolic process
435	GO:0006520	Nk52_evm51s240	amino acid metabolic process
436	GO:0006520	Nk52_evm52s217	amino acid metabolic process
437	GO:0006520	Nk52_evm52s221	amino acid metabolic process
438	GO:0006520	Nk52_evm52s485	amino acid metabolic process
439	GO:0006520	Nk52_evm53s2118	amino acid metabolic process
440	GO:0006520	Nk52_evm54s221	amino acid metabolic process
441	GO:0006520	Nk52_evm55s221	amino acid metabolic process
442	GO:0006520	Nk52_evm57s210	amino acid metabolic process
443	GO:0006520	Nk52_evm57s2391	amino acid metabolic process
444	GO:0006520	Nk52_evm57s266	amino acid metabolic process
445	GO:0006520	Nk52_evm59s266	amino acid metabolic process
446	GO:0006520	Nk52_evm5s2039	amino acid metabolic process
447	GO:0006520	Nk52_evm5s738	amino acid metabolic process
448	GO:0006520	Nk52_evm62s210	amino acid metabolic process
449	GO:0006520	Nk52_evm65s208	amino acid metabolic process
450	GO:0006520	Nk52_evm68s32	amino acid metabolic process
451	GO:0006520	Nk52_evm69s32	amino acid metabolic process
452	GO:0006520	Nk52_evm6s1401	amino acid metabolic process
453	GO:0006520	Nk52_evm6s168	amino acid metabolic process
454	GO:0006520	Nk52_evm6s215	amino acid metabolic process
455	GO:0006520	Nk52_evm6s245	amino acid metabolic process
456	GO:0006520	Nk52_evm6s247	amino acid metabolic process
457	GO:0006520	Nk52_evm6s385	amino acid metabolic process
458	GO:0006520	Nk52_evm6s526	amino acid metabolic process
459	GO:0006520	Nk52_evm73s239	amino acid metabolic process
460	GO:0006520	Nk52_evm76s221	amino acid metabolic process
461	GO:0006520	Nk52_evm77s1444	amino acid metabolic process
462	GO:0006520	Nk52_evm88s1073	amino acid metabolic process
463	GO:0006520	Nk52_evm8s1271	amino acid metabolic process
